Age,Attrition,BusinessTravel,DailyRate,Department_x,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole_x,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Name,Department_y,JobRole_y,Performance Score,KPI Score,Attendance (%),Peer Rating,Task Completion (%),Work Hours Logged,Manager Feedback,Training Hours,Promotion Eligibility
37,No,Travel_Rarely,1372,Research & Development,1,3,Life Sciences,1,391,4,Female,42,3,1,Research Scientist,4,Single,2115,15881,1,Y,No,12,3,2,80,0,17,3,3,17,12,5,7,Aradhya Rastogi,Sales,Business Development,51,60.44,99.05,4.7,71.23,42,3.3,4,No
44,Yes,Travel_Frequently,920,Research & Development,24,3,Life Sciences,1,392,4,Male,43,3,1,Laboratory Technician,3,Divorced,3161,19920,3,Y,Yes,22,4,4,80,1,19,0,1,1,0,0,0,Prisha Ghose,Marketing,SEO Specialist,52,68.72,97.3,3.6,90.3,46,4.8,8,No
38,No,Travel_Rarely,688,Research & Development,23,4,Life Sciences,1,393,4,Male,82,3,2,Healthcare Representative,4,Divorced,5745,18899,9,Y,No,14,3,2,80,1,10,2,3,2,2,1,2,Uthkarsh Chaudhari,Finance,Financial Analyst,60,75.4,82.03,4.6,76.18,45,3.4,25,No
26,Yes,Travel_Rarely,1449,Research & Development,16,4,Medical,1,394,1,Male,45,3,1,Laboratory Technician,2,Divorced,2373,14180,2,Y,Yes,13,3,4,80,1,5,2,3,3,2,0,2,Zaina Bhattacharyya,HR,Recruitment Specialist,50,63.52,75.13,4.4,71.86,41,3.4,21,No
28,No,Travel_Rarely,1117,Research & Development,8,2,Life Sciences,1,395,4,Female,66,3,1,Research Scientist,4,Single,3310,4488,1,Y,No,21,4,4,80,0,5,3,3,5,3,0,2,Zain Samra,Sales,Account Manager,89,60.81,83.85,3.0,76.8,40,3.8,11,No
49,No,Travel_Frequently,636,Research & Development,10,4,Life Sciences,1,396,3,Female,35,3,5,Research Director,1,Single,18665,25594,9,Y,Yes,11,3,4,80,0,22,4,3,3,2,1,2,Nishith Rajagopal,HR,Recruitment Specialist,61,91.65,78.77,3.4,96.25,47,4.5,0,No
36,No,Travel_Rarely,506,Research & Development,3,3,Technical Degree,1,397,3,Male,30,3,2,Research Scientist,2,Single,4485,26285,4,Y,No,12,3,4,80,0,10,2,3,8,0,7,7,Kavya Gara,HR,Employee Relations,54,90.6,75.48,3.2,81.24,44,3.5,28,No
31,No,Travel_Frequently,444,Sales,5,3,Marketing,1,399,4,Female,84,3,1,Sales Representative,2,Divorced,2789,3909,1,Y,No,11,3,3,80,1,2,5,2,2,2,2,2,Arnav Bhatnagar,Finance,Financial Analyst,100,76.12,85.91,4.5,97.24,53,4.4,15,Yes
26,Yes,Travel_Rarely,950,Sales,4,4,Marketing,1,401,4,Male,48,2,2,Sales Executive,4,Single,5828,8450,1,Y,Yes,12,3,2,80,0,8,0,3,8,7,7,4,Ayesha Dave,Finance,Financial Analyst,66,70.86,91.27,3.2,74.12,49,3.2,4,No
37,No,Travel_Frequently,889,Research & Development,9,3,Medical,1,403,2,Male,53,3,1,Research Scientist,4,Married,2326,11411,1,Y,Yes,12,3,3,80,3,4,3,2,4,2,1,2,Rati Loke,Sales,Account Manager,85,68.22,81.55,4.1,93.93,43,3.6,26,No
42,No,Travel_Frequently,555,Sales,26,3,Marketing,1,404,3,Female,77,3,4,Sales Executive,2,Married,13525,14864,5,Y,No,14,3,4,80,1,23,2,4,20,4,4,8,Farhan Chada,IT,Software Engineer,61,85.46,76.82,3.5,90.11,39,4.2,10,No
18,Yes,Travel_Rarely,230,Research & Development,3,3,Life Sciences,1,405,3,Male,54,3,1,Laboratory Technician,3,Single,1420,25233,1,Y,No,13,3,3,80,0,0,2,3,0,0,0,0,Zeeshan Bajaj,Sales,Account Manager,90,60.8,80.94,3.3,99.48,49,4.6,2,Yes
35,No,Travel_Rarely,1232,Sales,16,3,Marketing,1,406,3,Male,96,3,3,Sales Executive,2,Married,8020,5100,0,Y,No,15,3,3,80,2,12,3,2,11,9,6,9,Nishith Rout,IT,Cybersecurity Specialist,74,81.45,97.57,3.2,79.58,46,4.6,12,No
36,No,Travel_Frequently,566,Research & Development,18,4,Life Sciences,1,407,3,Male,81,4,1,Laboratory Technician,4,Married,3688,7122,4,Y,No,18,3,4,80,2,4,2,3,1,0,0,0,Shalv Bajaj,IT,Data Analyst,52,87.45,82.72,4.5,86.22,39,4.0,13,No
51,No,Travel_Rarely,1302,Research & Development,2,3,Medical,1,408,4,Male,84,1,2,Manufacturing Director,2,Divorced,5482,16321,5,Y,No,18,3,4,80,1,13,3,3,4,1,1,2,Sara Kaul,Marketing,Content Strategist,93,83.62,95.61,3.5,97.75,41,4.2,4,Yes
41,No,Travel_Rarely,334,Sales,2,4,Life Sciences,1,410,4,Male,88,3,4,Manager,2,Single,16015,15896,1,Y,No,19,3,2,80,0,22,2,3,22,10,0,4,Hansh Samra,IT,Cybersecurity Specialist,61,63.77,98.57,3.3,78.33,39,3.5,18,No
18,No,Travel_Rarely,812,Sales,10,3,Medical,1,411,4,Female,69,2,1,Sales Representative,3,Single,1200,9724,1,Y,No,12,3,1,80,0,0,2,3,0,0,0,0,Jayan Tiwari,IT,Software Engineer,85,80.56,88.51,3.2,84.48,48,4.6,3,No
28,No,Travel_Rarely,1476,Research & Development,16,2,Medical,1,412,2,Male,68,4,2,Healthcare Representative,1,Single,5661,4824,0,Y,No,19,3,3,80,0,9,2,3,8,3,0,7,Myra Balasubramanian,HR,Recruitment Specialist,62,61.09,83.79,4.2,96.51,38,5.0,2,No
31,No,Travel_Rarely,218,Sales,7,3,Technical Degree,1,416,2,Male,100,4,2,Sales Executive,4,Married,6929,12241,4,Y,No,11,3,2,80,1,10,3,2,8,7,7,7,Khushi Soman,Sales,Sales Executive,63,73.03,84.32,4.9,93.75,42,3.5,21,No
39,No,Travel_Rarely,1132,Research & Development,1,3,Medical,1,417,3,Male,48,4,3,Healthcare Representative,4,Divorced,9613,10942,0,Y,No,17,3,1,80,3,19,5,2,18,10,3,7,Jiya Grover,Sales,Business Development,95,79.56,89.58,4.5,93.55,55,4.9,4,Yes
36,No,Non-Travel,1105,Research & Development,24,4,Life Sciences,1,419,2,Female,47,3,2,Laboratory Technician,2,Married,5674,6927,7,Y,No,15,3,3,80,1,11,3,3,9,8,0,8,Tiya Boase,Finance,Auditor,90,89.16,98.13,4.5,81.51,38,3.1,24,No
32,No,Travel_Rarely,906,Sales,7,3,Life Sciences,1,420,4,Male,91,2,2,Sales Executive,3,Married,5484,16985,1,Y,No,14,3,3,80,1,13,3,2,13,8,4,8,Veer Ghose,Sales,Business Development,66,82.73,96.64,4.4,96.94,42,4.3,14,No
38,No,Travel_Rarely,849,Research & Development,25,2,Life Sciences,1,421,1,Female,81,2,3,Research Director,2,Married,12061,26707,3,Y,No,17,3,3,80,1,19,2,3,10,8,0,1,Nishith Devi,Marketing,Content Strategist,57,68.65,91.12,3.6,81.25,54,4.8,14,No
58,No,Non-Travel,390,Research & Development,1,4,Life Sciences,1,422,4,Male,32,1,2,Healthcare Representative,3,Divorced,5660,17056,2,Y,Yes,13,3,4,80,1,12,2,3,5,3,1,2,Saanvi Sarkar,Finance,Accountant,54,77.79,87.8,4.0,72.05,39,4.2,3,No
31,No,Travel_Rarely,691,Research & Development,5,4,Technical Degree,1,423,3,Male,86,3,1,Research Scientist,4,Married,4821,10077,0,Y,Yes,12,3,3,80,1,6,4,3,5,2,0,3,Ayesha Tata,IT,Software Engineer,79,81.86,94.45,4.4,80.84,40,4.8,20,No
31,No,Travel_Rarely,106,Human Resources,2,3,Human Resources,1,424,1,Male,62,2,2,Human Resources,1,Married,6410,17822,3,Y,No,12,3,4,80,0,9,1,3,2,2,1,0,Fateh Venkatesh,IT,Cybersecurity Specialist,59,70.76,76.73,3.8,83.76,50,4.4,19,No
45,No,Travel_Frequently,1249,Research & Development,7,3,Life Sciences,1,425,1,Male,97,3,3,Laboratory Technician,1,Divorced,5210,20308,1,Y,No,18,3,1,80,1,24,2,3,24,9,9,11,Mamooty Dasgupta,Finance,Financial Analyst,62,93.13,87.09,4.7,92.25,39,4.8,30,No
31,No,Travel_Rarely,192,Research & Development,2,4,Life Sciences,1,426,3,Male,32,3,1,Research Scientist,4,Divorced,2695,7747,0,Y,Yes,18,3,2,80,1,3,2,1,2,2,2,2,Nitara Sharaf,IT,Data Analyst,61,86.1,91.63,4.2,96.49,43,4.4,18,No
33,No,Travel_Frequently,553,Research & Development,5,4,Life Sciences,1,428,4,Female,74,3,3,Manager,2,Married,11878,23364,6,Y,No,11,3,2,80,2,12,2,3,10,6,8,8,Nishith Koshy,HR,Recruitment Specialist,89,94.92,96.61,4.2,76.22,54,3.7,9,No
39,No,Travel_Rarely,117,Research & Development,10,1,Medical,1,429,3,Male,99,3,4,Manager,1,Married,17068,5355,1,Y,Yes,14,3,4,80,0,21,3,3,21,9,11,10,Neysa Ramakrishnan,Sales,Business Development,66,69.64,91.97,3.8,81.79,49,5.0,5,No
43,No,Travel_Frequently,185,Research & Development,10,4,Life Sciences,1,430,3,Female,33,3,1,Laboratory Technician,4,Single,2455,10675,0,Y,No,19,3,1,80,0,9,5,3,8,7,1,7,Lakshit Joshi,IT,Software Engineer,92,70.0,78.46,3.2,80.6,53,4.0,5,No
49,No,Travel_Rarely,1091,Research & Development,1,2,Technical Degree,1,431,3,Female,90,2,4,Healthcare Representative,3,Single,13964,17810,7,Y,Yes,12,3,4,80,0,25,2,3,7,1,0,7,Nakul Chad,Sales,Business Development,94,60.02,95.15,4.8,98.34,45,3.3,19,No
52,Yes,Travel_Rarely,723,Research & Development,8,4,Medical,1,433,3,Male,85,2,2,Research Scientist,2,Married,4941,17747,2,Y,No,15,3,1,80,0,11,3,2,8,2,7,7,Sana Sura,Marketing,Marketing Executive,85,92.01,95.36,3.1,99.51,45,3.4,25,No
27,No,Travel_Rarely,1220,Research & Development,5,3,Life Sciences,1,434,3,Female,85,3,1,Research Scientist,2,Single,2478,20938,1,Y,Yes,12,3,2,80,0,4,2,2,4,3,1,2,Dhanuk Kamdar,Sales,Sales Executive,73,72.48,85.09,4.5,76.91,38,4.2,10,No
32,No,Travel_Rarely,588,Sales,8,2,Technical Degree,1,436,3,Female,65,2,2,Sales Executive,2,Married,5228,24624,1,Y,Yes,11,3,4,80,0,13,2,3,13,12,11,9,Damini Date,Marketing,Content Strategist,89,70.39,88.22,3.9,73.09,50,3.5,13,No
27,No,Travel_Rarely,1377,Sales,2,3,Life Sciences,1,437,4,Male,74,3,2,Sales Executive,3,Single,4478,5242,1,Y,Yes,11,3,1,80,0,5,3,3,5,4,0,4,Krish Gopal,IT,Data Analyst,83,94.0,94.01,4.5,87.44,37,3.3,27,No
31,No,Travel_Rarely,691,Sales,7,3,Marketing,1,438,4,Male,73,3,2,Sales Executive,4,Divorced,7547,7143,4,Y,No,12,3,4,80,3,13,3,3,7,7,1,7,Mahika Bala,Marketing,SEO Specialist,66,69.98,87.31,3.7,80.38,35,3.1,9,No
32,No,Travel_Rarely,1018,Research & Development,2,4,Medical,1,439,1,Female,74,4,2,Research Scientist,4,Single,5055,10557,7,Y,No,16,3,3,80,0,10,0,2,7,7,0,7,Yashvi Shankar,Sales,Account Manager,95,89.63,88.48,3.4,94.0,43,3.3,4,No
28,Yes,Travel_Rarely,1157,Research & Development,2,4,Medical,1,440,1,Male,84,1,1,Research Scientist,4,Married,3464,24737,5,Y,Yes,13,3,4,80,0,5,4,2,3,2,2,2,Kartik Ramakrishnan,Marketing,SEO Specialist,68,67.7,91.21,3.2,80.79,35,4.4,21,No
30,No,Travel_Rarely,1275,Research & Development,28,2,Medical,1,441,4,Female,64,3,2,Research Scientist,4,Married,5775,11934,1,Y,No,13,3,4,80,2,11,2,3,10,8,1,9,Uthkarsh Kakar,Finance,Financial Analyst,62,91.45,94.96,4.6,72.25,47,3.8,19,No
31,No,Travel_Frequently,798,Research & Development,7,2,Life Sciences,1,442,3,Female,48,2,3,Manufacturing Director,3,Married,8943,14034,1,Y,No,24,4,1,80,1,10,2,3,10,9,8,9,Gatik Sharaf,Sales,Account Manager,51,81.52,93.68,3.1,74.3,43,5.0,10,No
39,No,Travel_Frequently,672,Research & Development,7,2,Medical,1,444,3,Male,54,2,5,Manager,4,Married,19272,21141,1,Y,No,15,3,1,80,1,21,2,3,21,9,13,3,Jivin Zachariah,Marketing,SEO Specialist,69,91.37,95.19,3.6,85.95,37,3.9,22,No
39,Yes,Travel_Rarely,1162,Sales,3,2,Medical,1,445,4,Female,41,3,2,Sales Executive,3,Married,5238,17778,4,Y,Yes,18,3,1,80,0,12,3,2,1,0,0,0,Indrajit Amble,HR,HR Manager,59,93.55,78.99,4.4,80.93,44,3.7,11,No
33,No,Travel_Frequently,508,Sales,10,3,Marketing,1,446,2,Male,46,2,2,Sales Executive,4,Single,4682,4317,3,Y,No,14,3,3,80,0,9,6,2,7,7,0,1,Zara Bahri,Marketing,SEO Specialist,97,91.43,85.54,4.6,70.77,36,4.9,18,Yes
47,No,Travel_Rarely,1482,Research & Development,5,5,Life Sciences,1,447,4,Male,42,3,5,Research Director,3,Married,18300,16375,4,Y,No,11,3,2,80,1,21,2,3,3,2,1,1,Stuvan Sahni,HR,Recruitment Specialist,56,64.45,98.82,3.8,94.33,42,3.7,11,No
43,No,Travel_Frequently,559,Research & Development,10,4,Life Sciences,1,448,3,Female,82,2,2,Laboratory Technician,3,Divorced,5257,6227,1,Y,No,11,3,2,80,1,9,3,4,9,7,0,0,Alisha Tella,IT,Data Analyst,93,70.09,81.84,4.9,83.42,47,4.8,2,Yes
27,No,Non-Travel,210,Sales,1,1,Marketing,1,449,3,Male,73,3,2,Sales Executive,2,Married,6349,22107,0,Y,Yes,13,3,4,80,1,6,0,3,5,4,1,4,Mohanlal Dayal,Finance,Accountant,76,64.75,99.45,4.5,72.12,50,4.9,26,No
54,No,Travel_Frequently,928,Research & Development,20,4,Life Sciences,1,450,4,Female,31,3,2,Research Scientist,3,Single,4869,16885,3,Y,No,12,3,4,80,0,20,4,2,4,3,0,3,Anay Kar,HR,HR Manager,58,76.24,75.29,4.2,79.83,54,3.7,13,No
43,No,Travel_Rarely,1001,Research & Development,7,3,Life Sciences,1,451,3,Female,43,3,3,Healthcare Representative,1,Married,9985,9262,8,Y,No,16,3,1,80,1,10,1,2,1,0,0,0,Khushi Rau,Marketing,SEO Specialist,72,87.36,82.37,4.5,87.96,39,3.3,20,No
45,No,Travel_Rarely,549,Research & Development,8,4,Other,1,452,4,Male,75,3,2,Research Scientist,4,Married,3697,9278,9,Y,No,14,3,1,80,2,12,3,3,10,9,9,8,Nishith Sehgal,Marketing,Marketing Executive,76,73.38,79.46,4.4,96.89,47,3.6,23,No
40,No,Travel_Rarely,1124,Sales,1,2,Medical,1,453,2,Male,57,1,2,Sales Executive,4,Married,7457,13273,2,Y,Yes,22,4,3,80,3,6,2,2,4,3,0,2,Ishita Rajagopal,Finance,Financial Analyst,68,94.41,98.53,4.3,72.07,54,4.9,1,No
29,Yes,Travel_Rarely,318,Research & Development,8,4,Other,1,454,2,Male,77,1,1,Laboratory Technician,1,Married,2119,4759,1,Y,Yes,11,3,4,80,0,7,4,2,7,7,0,7,Manjari Sami,Marketing,Content Strategist,88,85.6,77.73,3.1,85.59,37,3.4,4,No
29,No,Travel_Rarely,738,Research & Development,9,5,Other,1,455,2,Male,30,2,1,Laboratory Technician,4,Single,3983,7621,0,Y,No,17,3,3,80,0,4,2,3,3,2,2,2,Lakshay Apte,Sales,Account Manager,98,90.08,79.34,4.0,81.44,38,4.8,22,Yes
30,No,Travel_Rarely,570,Sales,5,3,Marketing,1,456,4,Female,30,2,2,Sales Executive,3,Divorced,6118,5431,1,Y,No,13,3,3,80,3,10,2,3,10,9,1,2,Tiya Acharya,IT,Data Analyst,65,74.33,79.89,4.9,91.16,40,5.0,21,No
27,No,Travel_Rarely,1130,Sales,8,4,Marketing,1,458,2,Female,56,3,2,Sales Executive,2,Married,6214,3415,1,Y,No,18,3,1,80,1,8,3,3,8,7,0,7,Divij Dada,IT,Data Analyst,86,69.84,78.65,4.8,92.09,49,3.8,0,No
37,No,Travel_Rarely,1192,Research & Development,5,2,Medical,1,460,4,Male,61,3,2,Manufacturing Director,4,Divorced,6347,23177,7,Y,No,16,3,3,80,2,8,2,2,6,2,0,4,Badal Mangat,IT,Software Engineer,51,92.4,89.92,3.5,94.57,48,4.4,4,No
38,No,Travel_Rarely,343,Research & Development,15,2,Life Sciences,1,461,3,Male,92,2,3,Research Director,4,Divorced,11510,15682,0,Y,Yes,14,3,2,80,1,12,3,3,11,10,2,9,Pihu Kunda,Finance,Accountant,86,65.99,98.44,4.0,70.44,53,3.4,28,No
31,No,Travel_Rarely,1232,Research & Development,7,4,Medical,1,462,3,Female,39,3,3,Manufacturing Director,4,Single,7143,25713,1,Y,Yes,14,3,3,80,0,11,2,2,11,9,4,10,Mahika Luthra,Marketing,Marketing Executive,74,69.59,82.61,4.0,86.9,35,3.2,17,No
29,No,Travel_Rarely,144,Sales,10,1,Marketing,1,463,4,Female,39,2,2,Sales Executive,2,Divorced,8268,11866,1,Y,Yes,14,3,1,80,2,7,2,3,7,7,1,7,Adah Majumdar,IT,Software Engineer,96,62.24,98.25,4.9,96.04,39,4.7,20,Yes
35,No,Travel_Rarely,1296,Research & Development,5,4,Technical Degree,1,464,3,Male,62,3,3,Manufacturing Director,2,Single,8095,18264,0,Y,No,13,3,4,80,0,17,5,3,16,6,0,13,Vardaniya Batta,IT,Cybersecurity Specialist,64,94.07,97.16,3.1,80.07,44,4.2,2,No
23,No,Travel_Rarely,1309,Research & Development,26,1,Life Sciences,1,465,3,Male,83,3,1,Research Scientist,4,Divorced,2904,16092,1,Y,No,12,3,3,80,2,4,2,2,4,2,0,2,Heer Wali,Sales,Account Manager,97,91.15,80.17,4.4,97.97,40,4.7,30,Yes
41,No,Travel_Rarely,483,Research & Development,6,3,Medical,1,466,4,Male,95,2,2,Manufacturing Director,2,Single,6032,10110,6,Y,Yes,15,3,4,80,0,8,3,3,5,4,1,2,Raghav Venkatesh,Sales,Sales Executive,52,66.57,98.54,4.2,76.19,39,4.6,13,No
47,No,Travel_Frequently,1309,Sales,4,1,Medical,1,467,2,Male,99,3,2,Sales Representative,3,Single,2976,25751,3,Y,No,19,3,1,80,0,5,3,3,0,0,0,0,Manjari Dubey,IT,Cybersecurity Specialist,56,88.77,85.43,4.2,76.66,54,3.6,4,No
42,No,Travel_Rarely,810,Research & Development,23,5,Life Sciences,1,468,1,Female,44,3,4,Research Director,4,Single,15992,15901,2,Y,No,14,3,2,80,0,16,2,3,1,0,0,0,Tushar Ranganathan,Sales,Business Development,50,61.66,80.14,4.6,70.85,46,3.2,18,No
29,No,Non-Travel,746,Sales,2,3,Life Sciences,1,469,4,Male,61,3,2,Sales Executive,3,Married,4649,16928,1,Y,No,14,3,1,80,1,4,3,2,4,3,0,2,Gatik Badami,Marketing,SEO Specialist,97,82.62,75.56,3.4,72.06,43,3.0,4,No
42,No,Travel_Rarely,544,Human Resources,2,1,Technical Degree,1,470,3,Male,52,3,1,Human Resources,3,Divorced,2696,24017,0,Y,Yes,11,3,3,80,1,4,5,3,3,2,1,0,Ahana  Sathe,Finance,Accountant,90,63.51,76.3,3.9,85.72,36,3.9,28,No
32,No,Travel_Rarely,1062,Research & Development,2,3,Medical,1,471,3,Female,75,3,1,Laboratory Technician,2,Married,2370,3956,1,Y,No,13,3,3,80,1,8,4,3,8,0,0,7,Dhruv Bajaj,Marketing,SEO Specialist,52,81.68,84.31,3.6,82.48,50,4.8,24,No
48,No,Travel_Rarely,530,Sales,29,1,Medical,1,473,1,Female,91,3,3,Manager,3,Married,12504,23978,3,Y,No,21,4,2,80,1,15,3,1,0,0,0,0,Yuvaan Chana,Finance,Auditor,96,90.03,82.5,3.6,80.37,48,3.8,11,No
37,No,Travel_Rarely,1319,Research & Development,6,3,Medical,1,474,3,Male,51,4,2,Research Scientist,1,Divorced,5974,17001,4,Y,Yes,13,3,1,80,2,13,2,3,7,7,6,7,Suhana Sahni,Finance,Accountant,55,88.78,88.81,3.3,94.9,54,4.7,11,No
30,No,Non-Travel,641,Sales,25,2,Technical Degree,1,475,4,Female,85,3,2,Sales Executive,3,Married,4736,6069,7,Y,Yes,12,3,2,80,1,4,2,4,2,2,2,2,Arnav Chaudhry,Finance,Auditor,77,70.99,86.79,4.0,94.65,50,4.2,3,No
26,No,Travel_Rarely,933,Sales,1,3,Life Sciences,1,476,3,Male,57,3,2,Sales Executive,3,Married,5296,20156,1,Y,No,17,3,2,80,1,8,3,3,8,7,7,7,Saksham Ratti,HR,Employee Relations,82,87.34,88.44,3.1,89.46,51,3.9,11,No
42,No,Travel_Rarely,1332,Research & Development,2,4,Other,1,477,1,Male,98,2,2,Healthcare Representative,4,Single,6781,17078,3,Y,No,23,4,2,80,0,14,6,3,1,0,0,0,Sumer Sha,IT,Cybersecurity Specialist,80,80.82,87.53,4.1,92.55,50,3.9,18,No
21,Yes,Travel_Frequently,756,Sales,1,1,Technical Degree,1,478,1,Female,99,2,1,Sales Representative,2,Single,2174,9150,1,Y,Yes,11,3,3,80,0,3,3,3,3,2,1,2,Pranay Toor,Sales,Business Development,90,66.24,96.26,3.3,73.95,55,5.0,26,Yes
36,No,Non-Travel,845,Sales,1,5,Medical,1,479,4,Female,45,3,2,Sales Executive,4,Single,6653,15276,4,Y,No,15,3,2,80,0,7,6,3,1,0,0,0,Stuvan Kapoor,IT,Cybersecurity Specialist,84,74.98,90.71,3.3,87.07,44,4.3,0,No
36,No,Travel_Frequently,541,Sales,3,4,Medical,1,481,1,Male,48,2,3,Sales Executive,4,Married,9699,7246,4,Y,No,11,3,1,80,1,16,2,3,13,9,1,12,Jiya Gara,Marketing,Content Strategist,81,85.61,94.38,3.1,81.02,42,5.0,18,No
57,No,Travel_Rarely,593,Research & Development,1,4,Medical,1,482,4,Male,88,3,2,Healthcare Representative,3,Married,6755,2967,2,Y,No,11,3,3,80,0,15,2,3,3,2,1,2,Jiya Sami,Sales,Business Development,72,85.28,88.73,4.1,77.72,44,3.2,2,No
40,No,Travel_Rarely,1171,Research & Development,10,4,Life Sciences,1,483,4,Female,46,4,1,Laboratory Technician,3,Married,2213,22495,3,Y,Yes,13,3,3,80,1,10,3,3,7,7,1,7,Kimaya Bhalla,Marketing,SEO Specialist,95,86.93,76.93,3.5,95.14,41,3.0,26,No
21,No,Non-Travel,895,Sales,9,2,Medical,1,484,1,Male,39,3,1,Sales Representative,4,Single,2610,2851,1,Y,No,24,4,3,80,0,3,3,2,3,2,2,2,Keya Bumb,IT,Data Analyst,90,87.33,93.05,3.5,99.31,48,3.6,15,No
33,Yes,Travel_Rarely,350,Sales,5,3,Marketing,1,485,4,Female,34,3,1,Sales Representative,3,Single,2851,9150,1,Y,Yes,13,3,2,80,0,1,2,3,1,0,0,0,Rati Batta,Finance,Financial Analyst,85,72.62,81.38,3.2,90.71,51,4.6,29,No
37,No,Travel_Rarely,921,Research & Development,10,3,Medical,1,486,3,Female,98,3,1,Laboratory Technician,1,Married,3452,17663,6,Y,No,20,4,2,80,1,17,3,3,5,4,0,3,Kiara Tandon,HR,Recruitment Specialist,61,90.62,81.58,3.8,90.23,54,4.2,3,No
46,No,Non-Travel,1144,Research & Development,7,4,Medical,1,487,3,Female,30,3,2,Manufacturing Director,3,Married,5258,16044,2,Y,No,14,3,3,80,0,7,2,4,1,0,0,0,Charvi Karan,Marketing,Marketing Executive,51,76.65,78.81,5.0,80.35,42,3.4,25,No
41,Yes,Travel_Frequently,143,Sales,4,3,Marketing,1,488,1,Male,56,3,2,Sales Executive,2,Single,9355,9558,1,Y,No,18,3,3,80,0,8,5,3,8,7,7,7,Veer Sani,Finance,Financial Analyst,79,66.91,89.67,3.7,81.48,54,3.8,14,No
50,No,Travel_Rarely,1046,Research & Development,10,3,Technical Degree,1,491,4,Male,100,2,3,Healthcare Representative,4,Single,10496,2755,6,Y,No,15,3,4,80,0,20,2,3,4,3,1,3,Hansh Bali,Finance,Financial Analyst,96,93.89,93.42,3.5,85.3,53,3.0,11,No
40,Yes,Travel_Rarely,575,Sales,22,2,Marketing,1,492,3,Male,68,2,2,Sales Executive,3,Married,6380,6110,2,Y,Yes,12,3,1,80,2,8,6,3,6,4,1,0,Divij Kurian,Sales,Business Development,82,91.87,96.03,3.5,75.14,49,3.2,27,No
31,No,Travel_Rarely,408,Research & Development,9,4,Life Sciences,1,493,3,Male,42,2,1,Research Scientist,2,Single,2657,7551,0,Y,Yes,16,3,4,80,0,3,5,3,2,2,2,2,Armaan Bhakta,IT,Data Analyst,96,81.12,99.01,4.8,85.89,55,3.4,1,No
21,Yes,Travel_Rarely,156,Sales,12,3,Life Sciences,1,494,3,Female,90,4,1,Sales Representative,2,Single,2716,25422,1,Y,No,15,3,4,80,0,1,0,3,1,0,0,0,Mannat Varkey,Marketing,Marketing Executive,63,73.95,86.07,4.5,99.81,42,3.7,29,No
29,No,Travel_Rarely,1283,Research & Development,23,3,Life Sciences,1,495,4,Male,54,3,1,Research Scientist,4,Single,2201,18168,9,Y,No,16,3,4,80,0,6,4,3,3,2,1,2,Zain Sur,Sales,Business Development,86,94.42,75.78,3.3,95.54,53,5.0,1,Yes
35,No,Travel_Rarely,755,Research & Development,9,4,Life Sciences,1,496,3,Male,97,2,2,Healthcare Representative,2,Single,6540,19394,9,Y,No,19,3,3,80,0,10,5,3,1,1,0,0,Zaina Dutta,Marketing,Marketing Executive,98,79.43,94.37,4.0,89.24,38,3.2,10,No
27,No,Travel_Rarely,1469,Research & Development,1,2,Medical,1,497,4,Male,82,3,1,Laboratory Technician,2,Divorced,3816,17881,1,Y,No,11,3,2,80,1,5,2,3,5,2,0,4,Ayesha Zacharia,IT,Cybersecurity Specialist,54,79.45,77.14,4.8,87.3,46,4.0,17,No
28,No,Travel_Rarely,304,Sales,9,4,Life Sciences,1,498,2,Male,92,3,2,Sales Executive,4,Single,5253,20750,1,Y,No,16,3,4,80,0,7,1,3,7,5,0,7,Umang Basu,HR,Employee Relations,80,86.33,82.34,3.5,89.36,49,4.7,15,No
49,No,Travel_Rarely,1261,Research & Development,7,3,Other,1,499,2,Male,31,2,3,Healthcare Representative,3,Single,10965,12066,8,Y,No,24,4,3,80,0,26,2,3,5,2,0,0,Navya Swamy,IT,Software Engineer,72,73.06,90.16,4.9,77.22,51,4.5,23,No
51,No,Travel_Rarely,1178,Sales,14,2,Life Sciences,1,500,3,Female,87,3,2,Sales Executive,4,Married,4936,14862,4,Y,No,11,3,3,80,1,18,2,2,7,7,0,7,Miraan Karan,Sales,Business Development,96,80.11,81.5,3.1,82.42,36,4.4,26,Yes
36,No,Travel_Rarely,329,Research & Development,2,3,Life Sciences,1,501,4,Female,96,3,1,Research Scientist,3,Married,2543,11868,4,Y,No,13,3,2,80,1,6,3,3,2,2,2,2,Vedika Karnik,Sales,Sales Executive,53,75.36,76.53,3.4,96.21,50,4.5,4,No
34,Yes,Non-Travel,1362,Sales,19,3,Marketing,1,502,1,Male,67,4,2,Sales Executive,4,Single,5304,4652,8,Y,Yes,13,3,2,80,0,9,3,2,5,2,0,4,Ira Gokhale,Sales,Business Development,73,93.87,86.64,3.4,70.84,36,3.6,18,No
